timestep,episode_reward
956280,428.093286
956376,432.555533
956592,429.089278
957224,432.291526
958032,423.106057
958336,415.985272
959288,429.617498
960256,439.106128
962208,437.071041
962392,434.764942
962616,438.846461
963128,417.09756
963184,438.131286
964344,437.078313
965920,430.913159
965920,444.526496
967784,422.90686
967912,427.629792
968440,421.428238
968520,427.332104
969280,440.395362
970288,436.075018
971336,425.604095
971648,429.061491
973368,423.712781
973456,428.804222
974192,430.816493
974640,442.178303
975304,434.296353
976480,440.096904
976864,427.837257
977576,433.968112
978936,428.664783
979352,432.94864
979696,424.626214
980704,439.341263
981192,436.967295
982312,424.930913
982960,435.039218
983696,441.719259
984840,426.69906
984880,435.592043
985304,430.437753
986440,434.333789
986880,424.240282
988272,433.208085
989088,442.256797
989408,422.752634
990528,426.067633
990656,424.851535
991560,438.414254
992200,431.755444
992352,427.134979
994280,431.884697
994896,435.199096
995120,424.250749
996064,423.612128
996952,442.080922
997440,428.561782
997968,433.185764
999032,438.966579
1000472,437.165563
1000704,432.837754
1001184,435.559429
1002096,434.857194
1003200,439.455891
1003504,439.495856
